Experiment	RNA editing site	Location	Gene	dFI	p-value	FDR
HeyA8-simir34a-OE	chr19:11561142	intronic	PRKCSH	-0.388888889	0.000428396	0.046047482
HeyA8-simir34a-OE	chr19:16754346	ncRNA_intronic	CTC-429P9.1	0.485576923	4.13E-05	0.016201327
HeyA8-simir34a-OE	chr19:19791573	UTR3	ZNF101	0.319444444	0.000513311	0.047596872
HeyA8-simir34a-OE	chr19:53153595	intronic	ZNF83	0.352941176	0.000238558	0.033529328
HeyA8-simir34a-OE	chr19:57727573	intergenic	"ZNF264,AURKC"	0.220095694	0.000452585	0.046047482
HeyA8-simir34a-OE	chr2:128951766	UTR3	UGGT1	0.557142857	0.00046907	0.046047482
HeyA8-simir34a-OE	chr2:201774244	UTR3	ORC2	0.551282051	0.000169886	0.028661187
HeyA8-simir34a-OE	chr2:203144396	intronic	NOP58	0.383333333	0.000297281	0.036249681
HeyA8-simir34a-OE	chr2:203744241	UTR3	WDR12	-0.261517615	0.000137226	0.025644383
HeyA8-simir34a-OE	chr2:204162588	downstream	CYP20A1	0.618181818	9.53E-05	0.021558331
HeyA8-simir34a-OE	chr2:204162597	downstream	CYP20A1	0.34	0.000452391	0.046047482
HeyA8-simir34a-OE	chr2:204162601	downstream	CYP20A1	0.46	4.77E-05	0.016376102
HeyA8-simir34a-OE	chr2:204168233	intergenic	"CYP20A1,ABI2"	0.61965812	8.99E-07	0.000839597
HeyA8-simir34a-OE	chr2:204168679	intergenic	"CYP20A1,ABI2"	0.423076923	4.50E-05	0.016376102
HeyA8-simir34a-OE	chr2:206987632	UTR3	NDUFS1	0.368686869	1.69E-05	0.008568123
HeyA8-simir34a-OE	chr2:75895182	intronic	"GCFC2,MRPL19"	0.35	1.95E-05	0.009265354
HeyA8-simir34a-OE	chr20:3849488	downstream	MAVS	0.307407407	0.000471994	0.046047482
HeyA8-simir34a-OE	chr3:101543508	ncRNA_intronic	RP11-49I4.3	-0.411764706	1.09E-05	0.006024076
HeyA8-simir34a-OE	chr3:14986098	ncRNA_exonic	FGD5-AS1	0.136663766	4.78E-05	0.016376102
HeyA8-simir34a-OE	chr3:14986104	ncRNA_exonic	FGD5-AS1	0.215759312	1.42E-06	0.001228562
HeyA8-simir34a-OE	chr3:14986110	ncRNA_exonic	FGD5-AS1	0.199444397	2.16E-08	8.14E-05
HeyA8-simir34a-OE	chr3:14986137	ncRNA_exonic	FGD5-AS1	0.223819073	4.88E-06	0.003489317
HeyA8-simir34a-OE	chr3:14986453	ncRNA_exonic	FGD5-AS1	0.223012861	3.58E-06	0.002716834
HeyA8-simir34a-OE	chr3:156258283	UTR3	SSR3	0.160370879	0.000245666	0.033529328
HeyA8-simir34a-OE	chr3:156258308	UTR3	SSR3	0.095161542	0.000458611	0.046047482
HeyA8-simir34a-OE	chr3:156259295	UTR3	SSR3	0.103745228	6.36E-05	0.01974933
HeyA8-simir34a-OE	chr3:156259363	UTR3	SSR3	0.097979816	9.94E-05	0.021558331
HeyA8-simir34a-OE	chr3:179116046	ncRNA_intronic	AC007620.3	0.397619048	1.98E-05	0.009265354
HeyA8-simir34a-OE	chr3:180668732	intronic	FXR1	0.416666667	0.000222641	0.03220304
HeyA8-simir34a-OE	chr3:195968256	intronic	PCYT1A	0.385620915	9.79E-05	0.021558331
HeyA8-simir34a-OE	chr5:114542421	upstream	CTC-428G20.3	0.371764706	0.000134289	0.025487689
HeyA8-simir34a-OE	chr5:114542424	upstream	CTC-428G20.3	0.67	1.59E-07	0.000241503
HeyA8-simir34a-OE	chr5:114542454	upstream	CTC-428G20.3	0.298319328	0.000176808	0.029420386
HeyA8-simir34a-OE	chr5:130538338	UTR3	LYRM7	0.436756757	2.39E-05	0.010744216
HeyA8-simir34a-OE	chr5:44815675	downstream	MRPS30	0.527272727	0.000205959	0.03220304
HeyA8-simir34a-OE	chr5:95227936	intronic	ELL2	0.41503268	6.71E-05	0.01974933
HeyA8-simir34a-OE	chr6:105546884	UTR3	BVES	0.388888889	0.000131484	0.025487689
HeyA8-simir34a-OE	chr6:111292222	intergenic	"AL357515.1,RPF2"	-0.716666667	5.68E-07	0.000574471
HeyA8-simir34a-OE	chr6:13789387	UTR3	MCUR1	0.466666667	0.000319912	0.038097769
HeyA8-simir34a-OE	chr6:147890219	UTR3	SAMD5	0.256944444	0.00041281	0.045909243
HeyA8-simir34a-OE	chr6:150142204	intronic	LRP11	0.483333333	0.000124131	0.025130234
HeyA8-simir34a-OE	chr6:150146952	intronic	LRP11	0.582887701	0.000275354	0.034840855
HeyA8-simir34a-OE	chr6:36512563	intronic	STK38	0.475961538	7.99E-05	0.020654087
HeyA8-simir34a-OE	chr6:42856051	UTR3	RPL7L1	0.114688156	0.000251883	0.033995805
HeyA8-simir34a-OE	chr6:99384460	intronic	FBXL4	0.509090909	9.79E-05	0.021558331
HeyA8-simir34a-OE	chr6:99384461	intronic	FBXL4	0.445454545	0.000221884	0.03220304
HeyA8-simir34a-OE	chr7:128146010	UTR3	METTL2B	-0.454545455	0.000315739	0.037973044
HeyA8-simir34a-OE	chr7:128299635	intergenic	"RP11-274B21.1,RP11-274B21.10"	0.492424242	0.000127036	0.02529673
HeyA8-simir34a-OE	chr7:17384818	UTR3	AHR	0.281212121	0.000119713	0.024646574
HeyA8-simir34a-OE	chr7:17384832	UTR3	AHR	0.270390768	1.42E-05	0.007513749
HeyA8-simir34a-OE	chr7:23395505	intronic	IGF2BP3	0.5	0.000143989	0.02610494
HeyA8-simir34a-OE	chr7:5516630	ncRNA_exonic	AC092171.4	0.361305361	0.000500019	0.047451046
HeyA8-simir34a-OE	chr7:65621451	ncRNA_intronic	RP5-1132H15.1	0.369747899	0.000272126	0.03479491
HeyA8-simir34a-OE	chr7:66207694	intronic	"KCTD7,RABGEF1"	0.384615385	0.000337908	0.03946696
HeyA8-simir34a-OE	chr7:72450129	intergenic	"TRIM74,Y_RNA"	0.366071429	0.000115657	0.024222145
HeyA8-simir34a-OE	chr8:103419828	intronic	UBR5	0.407843137	0.000264088	0.03479491
HeyA8-simir34a-OE	chr8:22920006	intronic	TNFRSF10B	0.509090909	0.000167179	0.028601804
HeyA8-simir34a-OE	chr8:23046151	upstream	RP11-1149O23.2	0.355555556	6.92E-05	0.01974933
HeyA8-simir34a-OE	chr8:30535980	UTR3	GSR	0.210495977	1.42E-07	0.000241503
HeyA8-simir34a-OE	chr8:30536603	UTR3	GSR	0.183870968	6.59E-06	0.004211363
HeyA8-simir34a-OE	chr8:95804973	ncRNA_exonic	KB-1608C10.2	0.37314598	7.15E-05	0.01974933
HeyA8-simir34a-OE	chr9:112817086	intronic	"AKAP2,PALM2-AKAP2"	-0.2975	0.00025485	0.034018318
HeyA8-simir34a-OE	chr9:128629737	intronic	PBX3	0.441176471	0.000152215	0.026796428
HeyA8-simir34a-OE	chr9:131089950	intronic	COQ4	0.471153846	0.000447372	0.046047482
HeyA8-simir34a-OE	chr9:131089952	intronic	COQ4	0.502403846	0.000186475	0.030609618
HeyA8-simir34a-OE	chrX:123046338	UTR3	XIAP	0.218674072	0.000324073	0.038218589
huCB-progenitors-mir126-KD	chr16:29681077	UTR3	SPN	-0.654761905	6.70E-06	0.007778973
huCB-progenitors-mir126-KD	chr19:12043955	intronic	"ZNF700,ZNF763"	0.395238095	1.78E-06	0.006208111
huCB-progenitors-mir126-KD	chr22:20927175	intronic	MED15	0.418518519	4.59E-06	0.007778973
huCB-progenitors-mir126-KD	chr5:49710141	intronic	EMB	0.282828283	9.63E-05	0.047930758
huCB-progenitors-mir126-KD	chr6:24707131	ncRNA_exonic	RP1-30M3.6	0.263636364	3.77E-05	0.026300029
huCB-progenitors-mir126-KD	chr9:136034637	intronic	"GBGT1,RALGDS"	0.409090909	5.89E-05	0.034233943
huCB-progenitors-mir126-KD	chrX:118755485	intronic	6-Sep	0.286713287	2.16E-05	0.018828459
huCB-progenitors-mir126-OE	chr1:204525666	UTR3	MDM4	-0.296992481	4.62E-05	0.040313213
huCB-progenitors-mir126-OE	chr12:123355171	intronic	VPS37B	-0.461538462	2.00E-05	0.02928416
huCB-progenitors-mir126-OE	chr22:20927175	intronic	MED15	0.4	6.96E-06	0.020373127
huCB-progenitors-mir126-OE	chr5:70330869	UTR3	GTF2H2	0.240322581	5.51E-05	0.040313213
huCB-progenitors-mir126-OE	chr6:111315674	intronic	RPF2	-0.446153846	7.35E-05	0.04303105
huCB-stem-mir126-KD	chr17:57279281	UTR3	PRR11	0.307881773	2.21E-05	0.040681946
JAR-mir371a-5p-KD	chr1:150585655	intronic	ENSA	-0.707142857	5.12E-06	0.018071086
JAR-mir371a-5p-KD	chr1:155650890	intronic	"MSTO1,YY1AP1"	-0.642857143	1.44E-06	0.016604957
JAR-mir371a-5p-KD	chr1:155703477	intronic	"DAP3,MSTO1"	0.375630858	6.43E-05	0.049018972
JAR-mir371a-5p-KD	chr1:204371628	ncRNA_intronic	RP11-739N20.2	0.638888889	3.00E-05	0.034566477
JAR-mir371a-5p-KD	chr1:28570056	intronic	ATPIF1	0.592261905	4.98E-05	0.041639572
JAR-mir371a-5p-KD	chr1:31891442	intronic	SERINC2	0.683333333	7.19E-06	0.018850945
JAR-mir371a-5p-KD	chr1:36942479	intronic	CSF3R	-0.522177419	1.76E-05	0.026034773
JAR-mir371a-5p-KD	chr1:46735625	intronic	RAD54L	-0.655080214	7.12E-06	0.018850945
JAR-mir371a-5p-KD	chr1:46774390	intronic	UQCRH	0.406931964	4.88E-05	0.041407115
JAR-mir371a-5p-KD	chr1:51732658	intronic	RNF11	0.666666667	8.11E-06	0.019909099
JAR-mir371a-5p-KD	chr10:104213831	ncRNA_intronic	RP11-18I14.10	-0.678571429	3.57E-05	0.037196861
JAR-mir371a-5p-KD	chr12:122853747	intronic	CLIP1	-0.823076923	1.31E-06	0.016604957
JAR-mir371a-5p-KD	chr12:122971396	intronic	ZCCHC8	-0.533333333	2.01E-05	0.028218488
JAR-mir371a-5p-KD	chr12:123958612	intronic	RILPL1	0.609090909	8.57E-06	0.019909099
JAR-mir371a-5p-KD	chr12:27806427	intronic	PPFIBP1	-0.6	2.89E-05	0.033997512
JAR-mir371a-5p-KD	chr12:85289251	intronic	SLC6A15	-0.629807692	4.39E-05	0.040890033
JAR-mir371a-5p-KD	chr13:20252931	intergenic	"RP11-523H24.3,AL354808.2"	-0.583333333	5.02E-06	0.018071086
JAR-mir371a-5p-KD	chr13:31203549	intronic	USPL1	0.636363636	1.69E-05	0.025636911
JAR-mir371a-5p-KD	chr14:50713015	UTR3	L2HGDH	0.387231816	4.65E-05	0.041407115
JAR-mir371a-5p-KD	chr14:53243411	ncRNA_intronic	RP11-589M4.1	0.408119658	3.27E-05	0.036941586
JAR-mir371a-5p-KD	chr14:64966232	UTR5	ZBTB25	-0.333057363	2.48E-05	0.031042323
JAR-mir371a-5p-KD	chr14:91946050	intronic	SMEK1	-0.636363636	9.04E-06	0.019909099
JAR-mir371a-5p-KD	chr15:59561915	ncRNA_intronic	RP11-429D19.1	0.6875	4.29E-06	0.018071086
JAR-mir371a-5p-KD	chr15:74931419	intronic	EDC3	0.809090909	4.54E-06	0.018071086
JAR-mir371a-5p-KD	chr16:11939127	intronic	RSL1D1	-0.4375	2.62E-05	0.03217794
JAR-mir371a-5p-KD	chr16:24982308	intronic	ARHGAP17	-0.538461538	1.30E-05	0.020753215
JAR-mir371a-5p-KD	chr16:28839857	intronic	ATXN2L	0.4	2.28E-05	0.029881401
JAR-mir371a-5p-KD	chr16:28882567	intronic	SH2B1	-0.6	1.15E-05	0.019909099
JAR-mir371a-5p-KD	chr16:67772179	intronic	RANBP10	0.558333333	6.60E-05	0.049406179
JAR-mir371a-5p-KD	chr17:1792678	intronic	RPA1	0.376157407	4.74E-05	0.041407115
JAR-mir371a-5p-KD	chr17:25625617	intronic	WSB1	0.264705882	6.23E-05	0.049018972
JAR-mir371a-5p-KD	chr17:26915792	intronic	SPAG5	-0.261904762	2.47E-05	0.031042323
JAR-mir371a-5p-KD	chr17:4071709	intronic	"ANKFY1,CYB5D2"	-0.6	1.15E-05	0.019909099
JAR-mir371a-5p-KD	chr17:5381487	intronic	DERL2	-0.5	1.87E-05	0.027025137
JAR-mir371a-5p-KD	chr17:57279258	UTR3	PRR11	-0.233134921	5.07E-05	0.041781384
JAR-mir371a-5p-KD	chr19:10917348	intronic	DNM2	-0.288461538	6.27E-06	0.018071086
JAR-mir371a-5p-KD	chr19:14527658	intronic	DDX39A	0.666666667	5.55E-06	0.018071086
JAR-mir371a-5p-KD	chr19:16950652	intronic	SIN3B	-0.583333333	3.37E-05	0.037196861
JAR-mir371a-5p-KD	chr19:37237413	UTR3	ZNF850	-0.6	2.89E-05	0.033997512
JAR-mir371a-5p-KD	chr19:3963024	intronic	DAPK3	-0.127606178	1.05E-05	0.019909099
JAR-mir371a-5p-KD	chr19:55503126	intronic	NLRP2	0.473684211	1.03E-05	0.019909099
JAR-mir371a-5p-KD	chr19:626248	intronic	POLRMT	-0.708791209	1.27E-05	0.020753215
JAR-mir371a-5p-KD	chr19:6758452	intronic	SH2D3A	-0.340425532	1.01E-06	0.016604957
JAR-mir371a-5p-KD	chr2:217366767	UTR3	RPL37A	-0.7	3.59E-06	0.018071086
JAR-mir371a-5p-KD	chr2:3589498	intronic	RP13-512J5.1	-0.568783069	4.69E-05	0.041407115
JAR-mir371a-5p-KD	chr2:47605098	intronic	EPCAM	-0.755681818	3.52E-06	0.018071086
JAR-mir371a-5p-KD	chr2:97029792	intronic	NCAPH	0.660714286	4.82E-05	0.041407115
JAR-mir371a-5p-KD	chr20:18131698	intronic	CSRP2BP	-0.6	3.76E-05	0.038089683
JAR-mir371a-5p-KD	chr20:30144104	intronic	HM13	-0.782352941	2.97E-06	0.018071086
JAR-mir371a-5p-KD	chr22:41678435	UTR5	RANGAP1	0.545454545	4.38E-05	0.040890033
JAR-mir371a-5p-KD	chr22:42282887	intronic	SREBF2	-0.477196885	3.61E-05	0.037196861
JAR-mir371a-5p-KD	chr3:125174693	intronic	SNX4	0.529411765	9.01E-06	0.019909099
JAR-mir371a-5p-KD	chr3:126174651	intronic	ZXDC	-0.277777778	3.54E-05	0.037196861
JAR-mir371a-5p-KD	chr3:141680887	intronic	TFDP2	0.538461538	4.40E-05	0.040890033
JAR-mir371a-5p-KD	chr3:57841049	intronic	SLMAP	0.526315789	1.33E-05	0.020794042
JAR-mir371a-5p-KD	chr3:9856176	intronic	"ARPC4-TTLL3,TTLL3"	-0.588235294	1.06E-05	0.019909099
JAR-mir371a-5p-KD	chr4:140037186	intronic	ELF2	-0.625641026	6.46E-05	0.049018972
JAR-mir371a-5p-KD	chr4:15674891	intergenic	"FBXL5,FAM200B"	-0.541666667	2.11E-05	0.028973378
JAR-mir371a-5p-KD	chr4:77980778	intronic	CCNI	-0.573180077	5.03E-07	0.016604957
JAR-mir371a-5p-KD	chr5:139831196	intronic	"ANKHD1,ANKHD1-EIF4EBP3"	-0.733333333	1.21E-06	0.016604957
JAR-mir371a-5p-KD	chr5:141547175	intergenic	"NDFIP1,SPRY4"	0.673076923	5.63E-05	0.04506214
JAR-mir371a-5p-KD	chr5:14460210	intronic	TRIO	-0.4375	6.42E-05	0.049018972
JAR-mir371a-5p-KD	chr5:157217165	intronic	CLINT1	-0.428571429	4.25E-05	0.040890033
JAR-mir371a-5p-KD	chr5:32364804	intronic	ZFR	0.48811545	2.74E-06	0.018071086
JAR-mir371a-5p-KD	chr6:109693760	intronic	CD164	-0.533333333	4.36E-06	0.018071086
JAR-mir371a-5p-KD	chr6:42175204	UTR3	MRPS10	-0.454844007	1.05E-05	0.019909099
JAR-mir371a-5p-KD	chr6:86382735	intergenic	"SYNCRIP,SNHG5"	-0.816666667	2.38E-06	0.018071086
JAR-mir371a-5p-KD	chr7:35927177	intronic	7-Sep	0.727272727	3.23E-06	0.018071086
JAR-mir371a-5p-KD	chr7:44115565	intronic	POLM	-0.342307692	5.45E-05	0.044240009
JAR-mir371a-5p-KD	chr7:74294918	intergenic	"GTF2IRD2,STAG3L2"	0.6	2.23E-05	0.029881401
JAR-mir371a-5p-KD	chr7:98637184	ncRNA_intronic	AC004893.11	0.55	1.08E-05	0.019909099
JAR-mir371a-5p-KD	chr8:41803744	intronic	KAT6A	0.642857143	5.84E-06	0.018071086
JAR-mir371a-5p-KD	chr9:125579999	downstream	PDCL	-0.727272727	4.20E-05	0.040890033
JAR-mir371a-5p-KD	chr9:33042313	UTR3	SMU1	-0.576923077	6.04E-06	0.018071086
JAR-mir371a-5p-KD	chr9:37590257	intronic	"RP11-613M10.8,RP11-613M10.9,TOMM5"	0.610859729	4.78E-05	0.041407115
JAR-mir371a-5p-KD	chr9:99709181	intronic	HIATL2	0.7	3.55E-05	0.037196861
JAR-mir371a-5p-KD	chrX:114866209	intronic	PLS3	-0.638888889	1.17E-05	0.019909099
JAR-mir518a-3p-KD	chr1:100489619	UTR3	SLC35A3	-0.174456981	0.000815368	0.026668737
JAR-mir518a-3p-KD	chr1:100489992	UTR3	SLC35A3	-0.404615385	0.000902699	0.028155428
JAR-mir518a-3p-KD	chr1:100541309	ncRNA_intronic	RP4-714D9.2	0.307692308	0.00066114	0.023800509
JAR-mir518a-3p-KD	chr1:100756085	intronic	RTCA	-0.350649351	0.00242668	0.048673788
JAR-mir518a-3p-KD	chr1:10199309	intronic	UBE4B	-0.526315789	1.86E-05	0.003075891
JAR-mir518a-3p-KD	chr1:10199329	intronic	UBE4B	-0.576923077	6.76E-07	0.000515492
JAR-mir518a-3p-KD	chr1:10517691	UTR3	DFFA	-0.541666667	0.000363798	0.016708323
JAR-mir518a-3p-KD	chr1:10519161	ncRNA_exonic	RP5-1113E3.3	-0.50952381	0.001845595	0.041285315
JAR-mir518a-3p-KD	chr1:10519887	UTR3	DFFA	-0.451851852	0.000438527	0.018601851
JAR-mir518a-3p-KD	chr1:10520725	UTR3	DFFA	-0.523809524	0.000904236	0.028155428
JAR-mir518a-3p-KD	chr1:109424651	intronic	"AKNAD1,GPSM2"	0.413793103	0.000103787	0.008101665
JAR-mir518a-3p-KD	chr1:109475635	UTR3	GPSM2	-0.407801418	0.001432063	0.036295766
JAR-mir518a-3p-KD	chr1:109606161	downstream	TAF13	-0.129856433	0.000610462	0.022651057
JAR-mir518a-3p-KD	chr1:109606179	downstream	TAF13	-0.161703377	0.001090969	0.031213657
JAR-mir518a-3p-KD	chr1:109606336	downstream	TAF13	-0.144480519	0.001252773	0.034066413
JAR-mir518a-3p-KD	chr1:109610978	intronic	TAF13	0.575757576	0.000344075	0.01618267
JAR-mir518a-3p-KD	chr1:109611001	intronic	TAF13	0.547008547	0.000988946	0.029506298
JAR-mir518a-3p-KD	chr1:109760312	intronic	SARS	0.666666667	0.000161682	0.010410391
JAR-mir518a-3p-KD	chr1:109769077	intronic	SARS	0.4	0.000911447	0.028224099
JAR-mir518a-3p-KD	chr1:109769086	intronic	SARS	0.8	5.95E-07	0.000477655
JAR-mir518a-3p-KD	chr1:110133291	intronic	GNAI3	-0.3125	0.000672926	0.024051495
JAR-mir518a-3p-KD	chr1:110133371	intronic	GNAI3	-0.463369963	0.00074667	0.025614735
JAR-mir518a-3p-KD	chr1:11081460	intronic	TARDBP	0.262289068	0.001877031	0.04167237
JAR-mir518a-3p-KD	chr1:11138387	intronic	EXOSC10	0.515669516	1.48E-05	0.002672095
JAR-mir518a-3p-KD	chr1:113199790	intronic	CAPZA1	-0.531746032	0.000244497	0.013244955
JAR-mir518a-3p-KD	chr1:113467884	intronic	SLC16A1	-0.638888889	9.15E-05	0.007477018
JAR-mir518a-3p-KD	chr1:113653708	intronic	LRIG2	-0.473684211	0.001837767	0.041187648
JAR-mir518a-3p-KD	chr1:113666076	intronic	LRIG2	-0.442982456	0.002304998	0.046874557
JAR-mir518a-3p-KD	chr1:12059989	intronic	MFN2	0.403921569	1.61E-05	0.002822346
JAR-mir518a-3p-KD	chr1:12059992	intronic	MFN2	0.29144385	0.001634196	0.038795318
JAR-mir518a-3p-KD	chr1:12083655	intronic	MIIP	-0.19265144	0.002309513	0.046923921
JAR-mir518a-3p-KD	chr1:12084570	intronic	MIIP	-0.316853933	0.001824598	0.041187648
JAR-mir518a-3p-KD	chr1:12086287	intronic	MIIP	-0.169448758	0.001630695	0.038732662
JAR-mir518a-3p-KD	chr1:12087165	intronic	MIIP	0.250410914	0.001176687	0.032800611
JAR-mir518a-3p-KD	chr1:12088144	intronic	MIIP	-0.18043672	0.000318835	0.015561095
JAR-mir518a-3p-KD	chr1:1252390	intronic	CPSF3L	0.347507331	8.73E-06	0.002066523
JAR-mir518a-3p-KD	chr1:1252513	intronic	CPSF3L	-0.300383142	0.000373266	0.016969822
JAR-mir518a-3p-KD	chr1:1252605	intronic	CPSF3L	0.381818182	0.000378611	0.017126255
JAR-mir518a-3p-KD	chr1:1253479	ncRNA_intronic	RP5-890O3.9	0.566280566	1.40E-05	0.002620816
JAR-mir518a-3p-KD	chr1:1253496	ncRNA_intronic	RP5-890O3.9	0.44047619	0.000136131	0.009603139
JAR-mir518a-3p-KD	chr1:1253514	ncRNA_intronic	RP5-890O3.9	0.448057814	0.000230362	0.012898825
JAR-mir518a-3p-KD	chr1:1253523	ncRNA_intronic	RP5-890O3.9	0.294425087	0.001517123	0.037316421
JAR-mir518a-3p-KD	chr1:1253545	ncRNA_intronic	RP5-890O3.9	-0.35989011	0.00183258	0.041187648
JAR-mir518a-3p-KD	chr1:1253944	ncRNA_intronic	RP5-890O3.9	0.128571429	0.000979193	0.029359643
JAR-mir518a-3p-KD	chr1:1340481	intronic	MRPL20	-0.488095238	0.001838481	0.041187648
JAR-mir518a-3p-KD	chr1:1418726	intronic	ATAD3B	-0.536796537	0.001449453	0.036551743
JAR-mir518a-3p-KD	chr1:1418757	intronic	ATAD3B	-0.694444444	5.14E-06	0.001521739
JAR-mir518a-3p-KD	chr1:1419678	intronic	ATAD3B	-0.513986014	0.000364731	0.016717016
JAR-mir518a-3p-KD	chr1:145369620	UTR3	NBPF10	-0.101936799	0.000257692	0.013728216
JAR-mir518a-3p-KD	chr1:145369695	UTR3	NBPF10	0.132387221	0.001350819	0.035222026
JAR-mir518a-3p-KD	chr1:147575128	downstream	NBPF24	-0.301864802	0.000876596	0.027646686
JAR-mir518a-3p-KD	chr1:148595576	UTR3	NBPF15	-0.160720026	0.000838894	0.027077674
JAR-mir518a-3p-KD	chr1:148595665	UTR3	NBPF15	-0.16998519	4.45E-05	0.004994308
JAR-mir518a-3p-KD	chr1:150319482	intronic	PRPF3	-0.298039798	2.72E-05	0.003782204
JAR-mir518a-3p-KD	chr1:150320762	intronic	PRPF3	-0.41943734	0.000607371	0.022625701
JAR-mir518a-3p-KD	chr1:150320781	intronic	PRPF3	-0.428571429	3.69E-05	0.004509175
JAR-mir518a-3p-KD	chr1:150320798	intronic	PRPF3	-0.440217391	0.001768185	0.040484313
JAR-mir518a-3p-KD	chr1:150321173	intronic	PRPF3	0.40969697	1.95E-05	0.003172307
JAR-mir518a-3p-KD	chr1:150321182	intronic	PRPF3	0.348275862	0.000755498	0.025753938
JAR-mir518a-3p-KD	chr1:150323316	intronic	PRPF3	-0.496503497	0.002091047	0.044287381
JAR-mir518a-3p-KD	chr1:150323531	intronic	PRPF3	-0.525210084	0.000904846	0.028155428
JAR-mir518a-3p-KD	chr1:150323618	intronic	PRPF3	-0.5	0.002457505	0.049044302
JAR-mir518a-3p-KD	chr1:150583541	intronic	ENSA	-0.419354839	5.10E-06	0.001518375
JAR-mir518a-3p-KD	chr1:150583629	intronic	ENSA	-0.322128852	0.001865647	0.041547833
JAR-mir518a-3p-KD	chr1:150583634	intronic	ENSA	-0.543343653	1.57E-05	0.002768387
JAR-mir518a-3p-KD	chr1:150583635	intronic	ENSA	-0.785714286	1.04E-09	1.55E-05
JAR-mir518a-3p-KD	chr1:150583638	intronic	ENSA	-0.523238381	7.39E-05	0.006657931
JAR-mir518a-3p-KD	chr1:151194432	intronic	PIP5K1A	0.397306397	0.00222764	0.045886774
JAR-mir518a-3p-KD	chr1:151195488	intronic	PIP5K1A	-0.38	0.000938501	0.028608702
JAR-mir518a-3p-KD	chr1:151218274	intronic	PIP5K1A	-0.227205882	6.16E-05	0.005975893
JAR-mir518a-3p-KD	chr1:151218616	intronic	PIP5K1A	-0.280645951	5.68E-06	0.001595944
JAR-mir518a-3p-KD	chr1:151218677	intronic	PIP5K1A	-0.264861732	0.000282183	0.014548584
JAR-mir518a-3p-KD	chr1:151234346	intronic	PSMD4	-0.56	1.69E-06	0.000886546
JAR-mir518a-3p-KD	chr1:151234351	intronic	PSMD4	-0.483695652	0.00073782	0.025499318
JAR-mir518a-3p-KD	chr1:151234418	intronic	PSMD4	-0.530797101	0.000131364	0.009405309
JAR-mir518a-3p-KD	chr1:153612717	intronic	CHTOP	-0.473076923	0.00092426	0.028392201
JAR-mir518a-3p-KD	chr1:153612994	intronic	CHTOP	-0.272403983	0.002125484	0.044762594
JAR-mir518a-3p-KD	chr1:153638797	intronic	ILF2	-0.23192301	0.002534846	0.049966802
JAR-mir518a-3p-KD	chr1:153638853	intronic	ILF2	-0.162369338	0.001259745	0.034130086
JAR-mir518a-3p-KD	chr1:153641334	intronic	ILF2	-0.603448276	2.46E-08	9.20E-05
JAR-mir518a-3p-KD	chr1:153642041	intronic	ILF2	0.552272727	0.000443156	0.018674457
JAR-mir518a-3p-KD	chr1:154224342	intronic	UBAP2L	0.366300366	0.002178021	0.045338122
JAR-mir518a-3p-KD	chr1:154224355	intronic	UBAP2L	-0.378571429	0.000835602	0.027049091
JAR-mir518a-3p-KD	chr1:154224432	intronic	UBAP2L	-0.317738791	0.002203245	0.045556843
JAR-mir518a-3p-KD	chr1:154224589	intronic	UBAP2L	-0.338672769	0.001908053	0.042009466
JAR-mir518a-3p-KD	chr1:155031645	intronic	ADAM15	-0.166666667	0.001973096	0.043003539
JAR-mir518a-3p-KD	chr1:155104959	intronic	EFNA1	-0.260869565	3.65E-05	0.004500279
JAR-mir518a-3p-KD	chr1:155105570	intronic	EFNA1	-0.173018605	0.00058618	0.022166863
JAR-mir518a-3p-KD	chr1:155280231	intronic	FDPS	0.492307692	0.001074626	0.030973352
JAR-mir518a-3p-KD	chr1:155282727	intronic	FDPS	-0.246834314	0.002448137	0.048970213
JAR-mir518a-3p-KD	chr1:155283775	intronic	FDPS	-0.532085561	5.81E-05	0.005826082
JAR-mir518a-3p-KD	chr1:155439112	intronic	ASH1L	-0.468253968	0.000202486	0.012028007
JAR-mir518a-3p-KD	chr1:155439114	intronic	ASH1L	-0.523809524	3.18E-06	0.001172003
JAR-mir518a-3p-KD	chr1:155439241	intronic	ASH1L	0.348484848	0.001818223	0.041096496
JAR-mir518a-3p-KD	chr1:155439247	intronic	ASH1L	0.331541219	0.000309234	0.015229036
JAR-mir518a-3p-KD	chr1:155439276	intronic	ASH1L	0.353924419	0.002359858	0.047581298
JAR-mir518a-3p-KD	chr1:155636608	intronic	"MSTO1,YY1AP1"	0.633333333	0.0007096	0.024790779
JAR-mir518a-3p-KD	chr1:155650455	intronic	"MSTO1,YY1AP1"	0.357142857	8.30E-06	0.002011084
JAR-mir518a-3p-KD	chr1:155651346	intronic	"MSTO1,YY1AP1"	-0.595238095	6.69E-05	0.006253426
JAR-mir518a-3p-KD	chr1:155653319	intronic	"MSTO1,YY1AP1"	0.72	2.58E-07	0.00027382
JAR-mir518a-3p-KD	chr1:155653795	intronic	"MSTO1,YY1AP1"	0.5	3.48E-05	0.004408816
JAR-mir518a-3p-KD	chr1:155703469	intronic	"DAP3,MSTO1"	0.368421053	0.001577556	0.037992317
JAR-mir518a-3p-KD	chr1:155703711	intronic	"DAP3,MSTO1"	-0.294871795	0.001527368	0.037445504
